#Extracted table from SRA runinfo table.
Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	species
SRR636839	2015-02-17 18:59:10	2012-12-19 17:14:03	16155636	1647874872	16155636	102	1039	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/636/SRR636839.sralite.1	SRX211579		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina Genome Analyzer IIx	SRP017611	PRJNA184055	2	184055	SRS380693	SAMN01831856	simple	9913	Bos taurus	GSM1054989	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA063005	NA	public	0B25923C7102B9BC4E3E90E940311FF9	F0D46E89FCBB5FA2C0DE5441DCB51353	Bos_taurus
SRR636840	2015-02-17 18:59:10	2012-12-19 17:15:08	15144520	1544741040	15144520	102	969	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/636/SRR636840.sralite.1	SRX211580		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina Genome Analyzer IIx	SRP017611	PRJNA184055	2	184055	SRS380694	SAMN01831857	simple	9913	Bos taurus	GSM1054990	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA063005	NA	public	2B2EA23E6254408F883FCA838AEB583E	39C9D35D8FAF6665F84B02D95172CB28	Bos_taurus
SRR594475	2015-07-22 17:02:34	2015-12-22 03:35:54	117554231	18808676960	117554231	160	11755	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/594/SRR594475.sralite.1	SRX196346		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP016501	PRJNA177791	2	177791	SRS369783	SAMN01766896	simple	9913	Bos taurus	GSM1020722	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA059960	NA	public	7936B59EC999B3B5C69CDFBC5D2420DB	72A92F54D13D2AE1A7709E472267C62B	Bos_taurus
SRR594477	2015-07-22 17:02:33	2015-12-09 15:06:15	103019718	16483154880	103019718	160	9519	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/594/SRR594477.sralite.1	SRX196348		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP016501	PRJNA177791	2	177791	SRS369785	SAMN01766898	simple	9913	Bos taurus	GSM1020724	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA059960	NA	public	52DFEE9AEE6B331BA7EF1A71B208348C	2625993334F007841D3D3E88F7EC98AC	Bos_taurus
SRR594478	2015-07-22 17:02:37	2015-12-09 15:16:39	103196444	16511431040	103196444	160	10807	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/594/SRR594478.sralite.1	SRX196349		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP016501	PRJNA177791	2	177791	SRS369786	SAMN01766899	simple	9913	Bos taurus	GSM1020725	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA059960	NA	public	A565C330EB66CF137A6FA111CCC13EC2	8211DD21A02EDF87F073B62A8C2486E1	Bos_taurus
SRR594484	2015-07-22 17:02:37	2015-12-09 14:32:08	21185451	1525352472	21185451	72	688	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/594/SRR594484.sralite.1	SRX196355		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP016501	PRJNA177791	2	177791	SRS369792	SAMN01766905	simple	9913	Bos taurus	GSM1020731	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA059960	NA	public	6974C6331FA6E5E387F75DFCBC06322F	3DC7176DC6FF923AD829FA04B09C22A6	Bos_taurus
SRR594486	2015-07-22 17:02:37	2015-12-09 14:32:37	26021524	1873549728	26021524	72	936	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/594/SRR594486.sralite.1	SRX196357		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP016501	PRJNA177791	2	177791	SRS369794	SAMN01766907	simple	9913	Bos taurus	GSM1020733	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA059960	NA	public	AB337CB1E53DFD4B00CA50731AC8090F	CC1035C89785ADEC062593F7F82DCA6E	Bos_taurus
SRR594487	2015-07-22 17:02:33	2015-12-09 14:32:00	22498703	1619906616	22498703	72	780	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR594/487/SRR594487.sralite.1	SRX196358		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP016501	PRJNA177791	2	177791	SRS369795	SAMN01766908	simple	9913	Bos taurus	GSM1020734	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA059960	NA	public	A9C1CA6DA448538A00AFA0B2777AF9FF	FA41D41F9D0A4B1D11BCFA13D6932679	Bos_taurus
SRR594493	2015-07-22 17:02:34	2015-12-09 14:37:23	37897106	3031768480	37897106	80	1782	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/594/SRR594493.sralite.1	SRX196364		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP016501	PRJNA177791	2	177791	SRS369801	SAMN01766914	simple	9913	Bos taurus	GSM1020740	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA059960	NA	public	464A22E514FBC4621B3EF0A7A2ADF189	AD2884E090C58B391724E65BD103C863	Bos_taurus
SRR594495	2015-07-22 17:02:33	2015-12-09 14:32:12	29192793	2101881096	29192793	72	1077	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/594/SRR594495.sralite.1	SRX196366		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP016501	PRJNA177791	2	177791	SRS369803	SAMN01766916	simple	9913	Bos taurus	GSM1020742	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA059960	NA	public	EC9FA2D14DCA892D49D4F3C97C231892	663772C590D62C6DD482FE58DAD49CD0	Bos_taurus
SRR594496	2015-07-22 17:02:37	2015-12-09 14:32:55	35817736	2578876992	35817736	72	1419	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/594/SRR594496.sralite.1	SRX196367		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP016501	PRJNA177791	2	177791	SRS369804	SAMN01766917	simple	9913	Bos taurus	GSM1020743	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA059960	NA	public	AC57151636E11D631047672123662A9B	406AB02F2EB7A38B7D558674EEE74BE7	Bos_taurus
SRR5965270	2017-08-25 11:24:10	2017-08-23 23:51:13	30279606	7569901500	30279606	250	3068	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/965/SRR5965270.sralite.1	SRX3122933	Cont-1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457438	SAMN07550332	simple	8502	Crocodylus porosus	1	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA602322	NA	public	64CB6CAEF8088E930291D1BE50FB0FDD	429092E78C20549B9666935A4389C1DD	Crocodylus_porosus
SRR5982412	2017-08-27 22:38:10	2017-08-27 22:21:11	48741342	12185335500	48741342	250	4893	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/982/SRR5982412.sralite.1	SRX3138416	Cont-3	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457438	SAMN07550332	simple	8502	Crocodylus porosus	1	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA603159	NA	public	07C136CB710BED8A0ED8750ABD3C4BCC	6C60C158B904E460AD24B4307BF9D88F	Crocodylus_porosus
SRR5982416	2017-08-27 22:26:36	2017-08-27 22:14:56	33403330	8350832500	33403330	250	3384	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/982/SRR5982416.sralite.1	SRX3138412	Cont-2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457438	SAMN07550332	simple	8502	Crocodylus porosus	1	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA603159	NA	public	4D0B1A59778EB4ABD86B232F36410D6B	0BF2596185E13B4F0FC0393FF16E977F	Crocodylus_porosus
SRR5982415	2017-08-27 21:53:11	2017-08-27 21:39:06	30699973	7674993250	30699973	250	3093	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/982/SRR5982415.sralite.1	SRX3138413	24dsRNA-2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457437	SAMN07550333	simple	8502	Crocodylus porosus	2	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA603159	NA	public	1390757CED3285EFCFFCFF4695B51B01	ACDDC8BC5D97084634C28E00717827E7	Crocodylus_porosus
SRR5982411	2017-08-27 22:18:10	2017-08-27 21:48:42	30852624	7713156000	30852624	250	3074	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/982/SRR5982411.sralite.1	SRX3138417	24dsRNA-3	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457437	SAMN07550333	simple	8502	Crocodylus porosus	2	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA603159	NA	public	23B3CE8EF1F59B8C67E373EDBAE49E17	608DB0634F0F0325AF6967CA48837481	Crocodylus_porosus
SRR5965271	2017-08-25 11:24:10	2017-08-23 23:51:36	29400137	7350034250	29400137	250	2991	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/965/SRR5965271.sralite.1	SRX3122932	24dsRNA-1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457437	SAMN07550333	simple	8502	Crocodylus porosus	2	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA602322	NA	public	BB1281C4F9FDC79C3B03D90D0041F07A	76F2DF80E3FE8B9AE9BD895BFF5E7179	Crocodylus_porosus
SRR5965272	2017-08-25 11:24:10	2017-08-24 00:01:08	30232251	7558062750	30232251	250	3063	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/965/SRR5965272.sralite.1	SRX3122931	48dsRNA-1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457436	SAMN07550334	simple	8502	Crocodylus porosus	3	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA602322	NA	public	397423A5C253D568E2DD3C19CEA76674	195902EE0FC48122C9ECF863F1271DC6	Crocodylus_porosus
SRR5982410	2017-08-27 21:52:10	2017-08-27 21:37:03	27311998	6827999500	27311998	250	2730	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/982/SRR5982410.sralite.1	SRX3138418	48dsRNA-3	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457436	SAMN07550334	simple	8502	Crocodylus porosus	3	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA603159	NA	public	63AB7A1848A2CE3E29DC7A1CC22CFD91	944535D55F24E28CACB23191F4EAAE26	Crocodylus_porosus
SRR5982414	2017-08-27 22:52:37	2017-08-27 22:47:42	27587296	6896824000	27587296	250	2778	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/982/SRR5982414.sralite.1	SRX3138414	48dsRNA-2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457436	SAMN07550334	simple	8502	Crocodylus porosus	3	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA603159	NA	public	86F6219999EFC625F21ADC558C5728DB	E1D47A1065E781E58BA1DF7526120D40	Crocodylus_porosus
SRR5982413	2017-08-27 22:52:37	2017-08-27 22:47:01	27852322	6963080500	27852322	250	2853	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/982/SRR5982413.sralite.1	SRX3138415	48dsDNA-2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457435	SAMN07550335	simple	8502	Crocodylus porosus	4	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA603159	NA	public	21D7BAA6A9F58375FA86019B472848C7	FA2EE02EFD6F815D8746F3B7CDBF93F2	Crocodylus_porosus
SRR5965273	2017-08-25 11:24:10	2017-08-23 23:58:58	30410413	7602603250	30410413	250	3166	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/965/SRR5965273.sralite.1	SRX3122930	48dsDNA-1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457435	SAMN07550335	simple	8502	Crocodylus porosus	4	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA602322	NA	public	602E40C55CECD24CC0A1C36DDE8EBBD6	33446D4CC46F90272A5C95927C0DB48E	Crocodylus_porosus
SRR5982409	2017-08-27 21:55:12	2017-08-27 21:38:51	32502438	8125609500	32502438	250	3344	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/982/SRR5982409.sralite.1	SRX3138419	48dsDNA-3	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP116059	PRJNA399550	NA	399550	SRS2457435	SAMN07550335	simple	8502	Crocodylus porosus	4	NA	NA	NA	NA	not collected	NA	no	NA	NA	NA	NA	LA TROBE UNIVERSITY	SRA603159	NA	public	FCB237C2152ADEFAE7297F06221F7847	20D9326DC4517CCB013A055EEA44F5F7	Crocodylus_porosus
ERR2576552	2019-02-19 07:53:34	2019-02-23 15:14:46	0	0	0	0	2332	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2576552/ERR2576552	ERX2593545	1666sTS.Chicken.Heart.7dph.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480046	SAMEA4659419	simple	9031	Gallus gallus	SAMEA4659419	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	B05DD1BDFBFC51CEE2A2C20F6C19BC19	9AAE1A1994AB3E8467576E91A10BF059	Gallus_gallus
ERR2576553	2019-02-19 07:53:34	2019-02-23 15:17:16	0	0	0	0	2217	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2576553/ERR2576553	ERX2593546	1684sTS.Chicken.Heart.7dph.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480047	SAMEA4659420	simple	9031	Gallus gallus	SAMEA4659420	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	11F2D8C3DC10D29308CFB1FA6FFCFA27	4486C6EE8B020E15AD5F7C9EECE0A20B	Gallus_gallus
ERR2576554	2019-02-19 07:53:34	2019-02-23 15:17:35	0	0	0	0	2466	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2576554/ERR2576554	ERX2593547	1667sTS.Chicken.Kidney.7dph.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480048	SAMEA4659421	simple	9031	Gallus gallus	SAMEA4659421	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	FB7E62CF728D08F83460668D913C82E9	852C9DFE25D2430D1ABBA8FBEC1E3A99	Gallus_gallus
ERR2576555	2019-02-19 07:53:34	2019-02-23 15:17:34	0	0	0	0	2133	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2576555/ERR2576555	ERX2593548	1685sTS.Chicken.Kidney.7dph.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480049	SAMEA4659422	simple	9031	Gallus gallus	SAMEA4659422	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	CFAF2DF75D582A735151E5230233E3A6	EB80BB96DD8DD4799372121DDB8BAF73	Gallus_gallus
ERR2576556	2019-02-19 07:53:34	2019-02-23 15:18:12	0	0	0	0	1870	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2576556/ERR2576556	ERX2593549	1668sTS.Chicken.Liver.7dph.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480050	SAMEA4659423	simple	9031	Gallus gallus	SAMEA4659423	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	041F3A2BAEBE169B7C59C43CC99DF693	A8134BB91E950116604D311FE1E1FE6E	Gallus_gallus
ERR2576557	2019-02-19 07:53:34	2019-02-23 15:19:40	0	0	0	0	1720	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2576557/ERR2576557	ERX2593550	1686sTSm.Chicken.Liver.7dph.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480051	SAMEA4659424	simple	9031	Gallus gallus	SAMEA4659424	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	9F54A323032E22A0AEE0605269EF933D	2A5946602746B30D7C6BB851234FFFE4	Gallus_gallus
ERR2576558	2019-02-19 07:53:34	2019-02-23 15:21:52	0	0	0	0	2836	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/576/ERR2576558.sralite.1	ERX2593551	1669sTS.Chicken.Ovary.7dph.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480052	SAMEA4659425	simple	9031	Gallus gallus	SAMEA4659425	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	A900F8172CD21EB2E5741959FD2EDCD6	68EA4EDCEC60765CE87C26686D49958F	Gallus_gallus
ERR2576559	2019-02-19 07:53:34	2021-10-25 01:43:01	28806668	2909473468	0	101	1777	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2576/ERR2576559/ERR2576559.lite.2	ERX2593552	1687sTS.Chicken.Ovary.7dph.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480053	SAMEA4659426	simple	9031	Gallus gallus	SAMEA4659426	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	3401F7B049619D48050B95636769B7CE	AC20E4D7DF8B49DA0D29B3C504613918	Gallus_gallus
ERR2576560	2019-02-19 07:53:34	2021-10-25 01:32:35	26649593	2691608893	0	101	1581	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2576/ERR2576560/ERR2576560.lite.2	ERX2593553	1647sTS.Chicken.Brain.7dph.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480054	SAMEA4659427	simple	9031	Gallus gallus	SAMEA4659427	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	B01F87C391B82D316493857FB134EFB7	DCCFD15D83FDBEB3C62F1002430E6BB9	Gallus_gallus
ERR2576561	2019-02-19 07:53:34	2019-02-23 15:20:47	0	0	0	0	2049	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/576/ERR2576561.sralite.1	ERX2593554	1654sTS.Chicken.Brain.7dph.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480055	SAMEA4659428	simple	9031	Gallus gallus	SAMEA4659428	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	9FFBCD0BA6F5674E94B9B8729B6A7BC4	34ACE2AC2140174FC4079A4E22A0CD91	Gallus_gallus
ERR2576562	2019-02-19 07:53:34	2021-10-25 02:05:07	35761296	3611890896	0	101	2333	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2576/ERR2576562/ERR2576562.lite.2	ERX2593555	1648sTS.Chicken.Cerebellum.7dph.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480056	SAMEA4659429	simple	9031	Gallus gallus	SAMEA4659429	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	EBE83F89C12480E7D9D7B5E622BA300F	709E878AF0690104262E33DB2F1B6981	Gallus_gallus
ERR2576563	2019-02-19 07:53:34	2019-02-23 15:23:54	0	0	0	0	2836	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/576/ERR2576563.sralite.1	ERX2593556	1655sTS.Chicken.Cerebellum.7dph.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480057	SAMEA4659430	simple	9031	Gallus gallus	SAMEA4659430	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	22E9281D06F1F9864119C7F9A07ADC1D	AE5778F06773CD7AB0AA1942FAD5200D	Gallus_gallus
ERR2576564	2019-02-19 07:53:34	2019-02-23 15:25:27	0	0	0	0	2889	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2576564/ERR2576564	ERX2593557	1649sTS.Chicken.Heart.7dph.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480058	SAMEA4659431	simple	9031	Gallus gallus	SAMEA4659431	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	FCB6BD275E9D13520ABD643BF619BA13	53913AC1817121EE7C67D172C0587756	Gallus_gallus
ERR2576565	2019-02-19 07:53:34	2019-02-23 15:24:11	0	0	0	0	2957	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/576/ERR2576565.sralite.1	ERX2593558	1656sTS.Chicken.Heart.7dph.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480059	SAMEA4659432	simple	9031	Gallus gallus	SAMEA4659432	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	1E6237082A9CEED798CE91D4EB0955D8	BDFDBC5380ED6337B179CA20FF34205D	Gallus_gallus
ERR2576566	2019-02-19 07:53:34	2021-10-25 02:08:09	37892655	3827158155	0	101	2393	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2576/ERR2576566/ERR2576566.lite.2	ERX2593559	1650sTS.Chicken.Kidney.7dph.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108704	PRJEB26695	NA	523150	ERS2480060	SAMEA4659433	simple	9031	Gallus gallus	SAMEA4659433	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility	ERA1484840	NA	public	C4C2C7E205EEB0FF1248AF10B687E81A	95F2731C53C7A95689CE16E992584137	Gallus_gallus
