#annot_N1N2_sup10: Number of introns with Ns+Na >= 10.
#annotated_intron: Number of annotated introns.
#sequencing_depth: Median per-base read coverage across BUSCO genes.
#average_svr_busco: Average per-intron alternative splicing rate among BUSCO major introns (%).
#no_major_intron: Number of major introns.
#no_compiled_rna_seq: Number of sub-sampled RNA-seq.
#replicate: Replicates number.
#samples: SRA Accession of the RNA-seq samples studied.
#species: Scientific name.
annot_N1N2_sup10	annotated_intron	sequencing_depth	average_svr_busco	no_major_intron	no_compiled_rna_seq	replicate	echantillon	selection	samples	species
1895	2414	47.8893442622951	0.0125250719930911	1770	3	7	all introns	0	SRR6055414,SRR6055378,SRR6766819	Drosophila_melanogaster
2231	2414	176.904840032814	0.0102616559217953	2074	3	8	all introns	0	SRR6055418,SRR6766861,SRR7444555	Drosophila_melanogaster
2068	2414	83.8090452261307	0.0126805087149817	1908	3	9	all introns	0	SRR6766813,SRR6766856,SRR6055416	Drosophila_melanogaster
2221	2414	246.121160409556	0.010687927932496	2056	3	10	all introns	0	SRR6055374,SRR6766827,SRR6055396	Drosophila_melanogaster
2151	2414	117	0.0109657285900553	1999	3	11	all introns	0	SRR6766809,SRR6055363,SRR6766832	Drosophila_melanogaster
1728	2414	43.0319634703196	0.0106806996604409	1621	3	12	all introns	0	SRR6055365,SRR6766856,SRR6055376	Drosophila_melanogaster
2201	2414	202.320105820106	0.0113647520103196	2036	3	13	all introns	0	SRR6766852,SRR6055378,SRR6766822	Drosophila_melanogaster
2176	2414	107.104895104895	0.0114854791595211	2013	3	14	all introns	0	SRR6766817,SRR6055393,SRR6766806	Drosophila_melanogaster
2264	2414	211.977175463623	0.0109465564005852	2097	3	15	all introns	0	SRR7444554,SRR6766806,SRR6766818	Drosophila_melanogaster
2221	2414	161.805160142349	0.00892391835834391	2060	3	16	all introns	0	SRR7444553,SRR6055378,SRR6055402	Drosophila_melanogaster
1803	2414	48.2929171668668	0.00959040807244461	1678	3	17	all introns	0	SRR6766856,SRR6055375,SRR6055374	Drosophila_melanogaster
1922	2414	60.5004452359751	0.0105643218644289	1783	3	18	all introns	0	SRR6055402,SRR6055383,SRR6766857	Drosophila_melanogaster
1371	2414	22.7311151079137	0.0113257339871738	1282	3	19	all introns	0	SRR6055363,SRR6055389,SRR6766807	Drosophila_melanogaster
2213	2414	209.087087590019	0.0106953422571134	2051	3	20	all introns	0	SRR6766828,SRR6766836,SRR6055411	Drosophila_melanogaster
2227	2414	235.07536231884	0.0116917481686828	2058	3	21	all introns	0	SRR6766840,SRR6766806,SRR6055392	Drosophila_melanogaster
1845	2414	78.9423611111111	0.0114398507540979	1731	3	22	all introns	0	SRR6766854,SRR6766816,SRR6766847	Drosophila_melanogaster
1539	2414	34.500370096225	0.0115992931594765	1429	3	23	all introns	0	SRR6055395,SRR6055402,SRR6055411	Drosophila_melanogaster
2199	2414	158.545805207329	0.00992062247212154	2050	3	24	all introns	0	SRR6766845,SRR6055369,SRR7444555	Drosophila_melanogaster
2065	2414	88.7046035805627	0.01318453323568	1924	3	25	all introns	0	SRR6766847,SRR6766832,SRR6055375	Drosophila_melanogaster
1936	2414	53.4609756097561	0.0110084742213759	1806	3	26	all introns	0	SRR6766821,SRR6055365,SRR6766820	Drosophila_melanogaster
2215	2414	351.426020408164	0.00994578423365045	2052	3	27	all introns	0	SRR6766813,SRR6766827,SRR6766824	Drosophila_melanogaster
980	2414	14.6273648648649	0.0104271430326456	901	3	28	all introns	0	SRR6055364,SRR6055369,SRR6766859	Drosophila_melanogaster
2054	2414	77.0831747757542	0.0101332761005295	1916	3	29	all introns	0	SRR6055388,SRR6055410,SRR6766804	Drosophila_melanogaster
1932	2414	51.7395833333333	0.0104503030364214	1788	3	30	all introns	0	SRR6055390,SRR6055396,SRR6766823	Drosophila_melanogaster
2020	2414	55.3402029169309	0.0114174185233803	1881	4	1	all introns	0	SRR6055364,SRR6766803,SRR6766815,SRR6055415	Drosophila_melanogaster
2119	2414	94.8486916951082	0.0110402032314767	1962	4	2	all introns	0	SRR6766839,SRR6055421,SRR6766830,SRR6055380	Drosophila_melanogaster
2172	2414	121.206202393906	0.0109106727833569	2015	4	3	all introns	0	SRR6055364,SRR6055381,SRR6766831,SRR6766817	Drosophila_melanogaster
2076	2414	64.119822485207	0.0106269773268731	1923	4	4	all introns	0	SRR6055417,SRR6055371,SRR6055378,SRR6766803	Drosophila_melanogaster
2187	2414	132.75	0.0111799851849054	2023	4	5	all introns	0	SRR6766822,SRR6055417,SRR6055393,SRR6055396	Drosophila_melanogaster
1762	2414	34.6494925839188	0.0109578060759265	1636	4	6	all introns	0	SRR6766812,SRR6055385,SRR6055364,SRR6055376	Drosophila_melanogaster
1191	2414	20.2159437996335	0.0109002570222026	1107	4	7	all introns	0	SRR6766835,SRR6055408,SRR6055378,SRR6055402	Drosophila_melanogaster
2252	2414	329.589342806394	0.0109612226636288	2079	4	8	all introns	0	SRR6766827,SRR6766858,SRR6766830,SRR6055392	Drosophila_melanogaster
1675	2414	32.4548611111111	0.0109353922535747	1554	4	9	all introns	0	SRR6766833,SRR6055371,SRR6055386,SRR6055407	Drosophila_melanogaster
2142	2414	102.574931880109	0.0106708458111067	1997	4	10	all introns	0	SRR6055378,SRR6766839,SRR6055361,SRR6766831	Drosophila_melanogaster
2118	2414	87.8386206896552	0.0100054911743534	1975	4	11	all introns	0	SRR6766809,SRR6055386,SRR6055365,SRR6766812	Drosophila_melanogaster
2225	2414	234.101757631822	0.0111391829504267	2063	4	12	all introns	0	SRR6766814,SRR6766859,SRR6055411,SRR6766858	Drosophila_melanogaster
2109	2414	120.002357378595	0.0109336017961912	1971	4	13	all introns	0	SRR6766844,SRR6766854,SRR6766843,SRR6055363	Drosophila_melanogaster
1744	2414	34.006589785832	0.0117253737793399	1623	4	14	all introns	0	SRR6055361,SRR6055408,SRR6055418,SRR6766810	Drosophila_melanogaster
2189	2414	168.708225108225	0.0103941190789003	2026	4	15	all introns	0	SRR6766855,SRR6055395,SRR6766831,SRR6766825	Drosophila_melanogaster
2150	2414	89.2885141294439	0.0114068906207504	1988	4	16	all introns	0	SRR6055418,SRR6055399,SRR6766831,SRR6055391	Drosophila_melanogaster
2156	2414	92.4467054263566	0.0106722461850025	2003	4	17	all introns	0	SRR6055384,SRR6055402,SRR6766825,SRR6055407	Drosophila_melanogaster
2240	2414	168.762229806599	0.0116347644433208	2064	4	18	all introns	0	SRR6055378,SRR6766806,SRR6766829,SRR6055413	Drosophila_melanogaster
1426	2414	28.6492851135408	0.0108453996732474	1309	4	19	all introns	0	SRR6055399,SRR6055390,SRR6055384,SRR6055387	Drosophila_melanogaster
2019	2414	59.9977645305514	0.0117723199576941	1870	4	20	all introns	0	SRR6055368,SRR6766803,SRR6055416,SRR6055414	Drosophila_melanogaster
2097	2414	139.098783454988	0.0119505945553228	1945	4	21	all introns	0	SRR6766807,SRR6766808,SRR6766826,SRR6766852	Drosophila_melanogaster
2121	2414	89.5134099616858	0.0114027544322775	1957	4	22	all introns	0	SRR6055377,SRR6766860,SRR6055400,SRR6055371	Drosophila_melanogaster
2147	2414	95.7560975609756	0.010543209640491	1986	4	23	all introns	0	SRR6055405,SRR6766812,SRR6055407,SRR6766809	Drosophila_melanogaster
2183	2414	150.076555023923	0.0115843330410289	2018	4	24	all introns	0	SRR6766818,SRR6766835,SRR6055407,SRR6766822	Drosophila_melanogaster
2275	2414	454.460057061341	0.0100816444540499	2099	4	25	all introns	0	SRR7444550,SRR6766804,SRR6766853,SRR6766814	Drosophila_melanogaster
2130	2414	108.696185286103	0.0121013626813527	1967	4	26	all introns	0	SRR6766861,SRR6766821,SRR6055407,SRR6766836	Drosophila_melanogaster
2229	2414	170.928479547209	0.00883367472247362	2059	4	27	all introns	0	SRR6055365,SRR7444553,SRR6055377,SRR6055392	Drosophila_melanogaster
2037	2414	71.8497942386831	0.0118368432145609	1889	4	28	all introns	0	SRR6055369,SRR6766860,SRR6055381,SRR6055407	Drosophila_melanogaster
2260	2414	355.871349095966	0.0105550983823372	2089	4	29	all introns	0	SRR7444552,SRR6055413,SRR6766827,SRR6055363	Drosophila_melanogaster
1892	2414	49.4152173913043	0.011236430660997	1748	4	30	all introns	0	SRR6055377,SRR6055372,SRR6055396,SRR6055385	Drosophila_melanogaster
2059	2414	77.5467160037003	0.0117489988348516	1905	5	1	all introns	0	SRR6766835,SRR6766858,SRR6055419,SRR6055422,SRR6055367	Drosophila_melanogaster
2158	2414	108.678165425323	0.0120874911792127	1987	5	2	all introns	0	SRR6055404,SRR6766834,SRR6055389,SRR6766813,SRR6055407	Drosophila_melanogaster
2269	2414	219.704024594746	0.0103746034075513	2095	5	3	all introns	0	SRR6766831,SRR6055420,SRR7444555,SRR6055391,SRR6055377	Drosophila_melanogaster
2268	2414	206.915649867374	0.0110729617861745	2094	5	4	all introns	0	SRR6766818,SRR6766842,SRR7444551,SRR6766856,SRR6055404	Drosophila_melanogaster
2145	2414	127.992969628796	0.0139969685241258	1998	5	5	all introns	0	SRR6766818,SRR6766861,SRR6766812,SRR6055386,SRR6766845	Drosophila_melanogaster
1892	2414	46.4879865449303	0.0118664354097039	1749	5	6	all introns	0	SRR6055360,SRR6766838,SRR6055421,SRR6055404,SRR6766841	Drosophila_melanogaster
2099	2414	100.092605886576	0.0129448663344478	1946	5	7	all introns	0	SRR6766823,SRR6766842,SRR6766815,SRR6055392,SRR6766854	Drosophila_melanogaster
2257	2414	299.867898885566	0.0127819877603145	2073	5	8	all introns	0	SRR6766834,SRR6766852,SRR6766828,SRR6766816,SRR6055398	Drosophila_melanogaster
2146	2414	103.842783505155	0.0128858942199105	1989	5	9	all introns	0	SRR6055390,SRR6766856,SRR6766818,SRR6055366,SRR6055411	Drosophila_melanogaster
2293	2414	236.724274406333	0.0114076348604951	2113	5	10	all introns	0	SRR6766854,SRR6766819,SRR6055417,SRR7444552,SRR6055413	Drosophila_melanogaster
2126	2414	91.3842794759826	0.0110840968286891	1980	5	11	all introns	0	SRR6055375,SRR6055415,SRR6055406,SRR6766844,SRR6055365	Drosophila_melanogaster
2210	2414	245.908943840998	0.0100330109867774	2052	5	12	all introns	0	SRR6766827,SRR6055408,SRR6055386,SRR6055371,SRR6055375	Drosophila_melanogaster
2133	2414	107.349427168576	0.01238196793887	1967	5	13	all introns	0	SRR6766849,SRR6055403,SRR6055419,SRR6055422,SRR6055414	Drosophila_melanogaster
2114	2414	85.8535188216039	0.0125052544277835	1955	5	14	all introns	0	SRR6055409,SRR6766818,SRR6055387,SRR6055383,SRR6766845	Drosophila_melanogaster
2072	2414	93.2113127001067	0.0124286854459372	1920	5	15	all introns	0	SRR6055375,SRR6055415,SRR6766849,SRR6055412,SRR6055366	Drosophila_melanogaster
2151	2414	155.193094629156	0.0121581420186684	1982	5	16	all introns	0	SRR6766819,SRR6766861,SRR6055372,SRR6766848,SRR6055410	Drosophila_melanogaster
1961	2414	61.3988439306358	0.0111434427410024	1815	5	17	all introns	0	SRR6055420,SRR6055364,SRR6766841,SRR6055376,SRR6766856	Drosophila_melanogaster
2226	2414	229.463549920761	0.0128238191163206	2044	5	18	all introns	0	SRR6055380,SRR6055412,SRR6055409,SRR6055359,SRR6766850	Drosophila_melanogaster
2231	2414	219.433646812958	0.0129526446636161	2054	5	19	all introns	0	SRR6766820,SRR6766849,SRR6766852,SRR6055363,SRR6055403	Drosophila_melanogaster
2073	2414	105.774330042313	0.0117374690050306	1923	5	20	all introns	0	SRR6055382,SRR6766856,SRR6055367,SRR6766858,SRR6055381	Drosophila_melanogaster
2293	2414	245.166429587482	0.0112214928867784	2114	5	21	all introns	0	SRR6766834,SRR6055405,SRR6055384,SRR6766847,SRR7444550	Drosophila_melanogaster
2154	2414	144.376558603491	0.0111897695675399	1982	5	22	all introns	0	SRR6766853,SRR6055403,SRR6055367,SRR6055382,SRR6766856	Drosophila_melanogaster
2258	2414	356.920567375887	0.00975477752220436	2091	5	23	all introns	0	SRR6766827,SRR6055372,SRR6055383,SRR7444555,SRR6055408	Drosophila_melanogaster
2259	2414	210.905548996458	0.0116363682384313	2095	5	24	all introns	0	SRR6766812,SRR6766845,SRR7444552,SRR6766859,SRR6766858	Drosophila_melanogaster
2296	2414	452.779783393502	0.0100779444210218	2119	5	25	all introns	0	SRR6766857,SRR7444550,SRR6766828,SRR7444554,SRR6055413	Drosophila_melanogaster
2176	2414	110.579804560261	0.0105967581628294	2011	5	26	all introns	0	SRR6055402,SRR6766809,SRR6766838,SRR6055401,SRR6766815	Drosophila_melanogaster
2215	2414	286.389246054939	0.0106770680890916	2050	5	27	all introns	0	SRR6766829,SRR6766804,SRR6766844,SRR6766809,SRR6766816	Drosophila_melanogaster
2240	2414	201.753526354863	0.0095725891338725	2079	5	28	all introns	0	SRR7444555,SRR6766837,SRR6766859,SRR6055390,SRR6055380	Drosophila_melanogaster
2243	2414	191.960720614295	0.0104708671134558	2077	5	29	all introns	0	SRR6766807,SRR7444553,SRR6766811,SRR6766808,SRR6055381	Drosophila_melanogaster
2226	2414	136.408470926059	0.0121393229810771	2057	5	30	all introns	0	SRR6055422,SRR6766817,SRR6766832,SRR6055411,SRR6055414	Drosophila_melanogaster
2247	2414	226.713412441567	0.0107933292243489	2073	6	1	all introns	0	SRR6055365,SRR6055391,SRR6766840,SRR6766826,SRR6766845,SRR6055395	Drosophila_melanogaster
2216	2414	172.101760412194	0.0123571965584856	2037	6	2	all introns	0	SRR6766860,SRR6055403,SRR6055406,SRR6766853,SRR6055399,SRR6055361	Drosophila_melanogaster
2114	2414	103.611727416799	0.0124180091221852	1962	6	3	all introns	0	SRR6766835,SRR6766842,SRR6766855,SRR6766843,SRR6055361,SRR6766837	Drosophila_melanogaster
2239	2414	227.345373891001	0.0100899020065837	2063	6	4	all introns	0	SRR6766814,SRR6055372,SRR6055379,SRR6055401,SRR6766851,SRR6055390	Drosophila_melanogaster
2249	2414	269.087199552823	0.00980595738384861	2085	6	5	all introns	0	SRR6766822,SRR6766851,SRR6055410,SRR6766842,SRR7444553,SRR6055369	Drosophila_melanogaster
2210	2414	166.888245770259	0.0128789296648904	2042	6	6	all introns	0	SRR6766852,SRR6055396,SRR6766813,SRR6055422,SRR6055388,SRR6055379	Drosophila_melanogaster
1412	2414	25.4537095751427	0.0115952368565998	1308	6	7	all introns	0	SRR6055399,SRR6766821,SRR6055409,SRR6766811,SRR6766841,SRR6766815	Drosophila_melanogaster
2296	2414	240.344297082229	0.0121352857206508	2118	6	8	all introns	0	SRR6766806,SRR6055392,SRR6766857,SRR6055419,SRR7444554,SRR6055389	Drosophila_melanogaster
2275	2414	287.417628541448	0.01256599109642	2089	6	9	all introns	0	SRR6055420,SRR6055373,SRR6055378,SRR6766852,SRR6766828,SRR6055421	Drosophila_melanogaster
2272	2414	247.461538461539	0.0104467231031716	2090	6	10	all introns	0	SRR6766810,SRR6055407,SRR6055370,SRR6766845,SRR6055403,SRR6766814	Drosophila_melanogaster
2246	2414	178.269288389513	0.0100879615576406	2085	6	11	all introns	0	SRR6766846,SRR6766815,SRR6055380,SRR7444552,SRR6055362,SRR6766847	Drosophila_melanogaster
2272	2414	361.159698025552	0.0104227683562976	2085	6	12	all introns	0	SRR6766829,SRR6766810,SRR6055380,SRR6766827,SRR6055404,SRR6055421	Drosophila_melanogaster
2256	2414	312.787073750991	0.0107629583226724	2078	6	13	all introns	0	SRR6766827,SRR6055411,SRR6055388,SRR6766830,SRR6055416,SRR6055362	Drosophila_melanogaster
2295	2414	429.315449577744	0.0104421999139498	2107	6	14	all introns	0	SRR6766827,SRR6766848,SRR6055422,SRR6766843,SRR6055381,SRR7444554	Drosophila_melanogaster
2092	2414	100.599458728011	0.0123421910083621	1943	6	15	all introns	0	SRR6055419,SRR6766808,SRR6055370,SRR6055383,SRR6766854,SRR6766841	Drosophila_melanogaster
2196	2414	122.554811715481	0.012024248467559	2031	6	16	all introns	0	SRR6055373,SRR6055393,SRR6766837,SRR6055379,SRR6766823,SRR6766812	Drosophila_melanogaster
2195	2414	137.013149655604	0.011455118182011	2033	6	17	all introns	0	SRR6055371,SRR6055381,SRR6055367,SRR6766830,SRR6766836,SRR6055418	Drosophila_melanogaster
2295	2414	366.411411411412	0.0109178889802241	2119	6	18	all introns	0	SRR6055364,SRR7444552,SRR6055412,SRR6766818,SRR6766840,SRR6055397	Drosophila_melanogaster
2212	2414	120.40990990991	0.0109503757478008	2048	6	19	all introns	0	SRR6055383,SRR6766809,SRR6055395,SRR6766808,SRR6055379,SRR6055372	Drosophila_melanogaster
2289	2414	291.545282622399	0.0116482449593568	2107	6	20	all introns	0	SRR6766853,SRR6055389,SRR7444555,SRR6055384,SRR6055391,SRR6766831	Drosophila_melanogaster
2228	2414	171.498501498502	0.0117859003986626	2061	6	21	all introns	0	SRR6055365,SRR6766818,SRR6766826,SRR6055404,SRR6055372,SRR6766822	Drosophila_melanogaster
2129	2414	87.8395061728395	0.0115190794686331	1964	6	22	all introns	0	SRR6055382,SRR6766842,SRR6766841,SRR6055422,SRR6055420,SRR6766830	Drosophila_melanogaster
2233	2414	216.259127337489	0.0105001590443885	2064	6	23	all introns	0	SRR6766858,SRR6766859,SRR6766825,SRR6766835,SRR6766822,SRR6055414	Drosophila_melanogaster
2278	2414	362.927690344534	0.00993759306530981	2103	6	24	all introns	0	SRR6055384,SRR6055383,SRR6766840,SRR6766847,SRR6766807,SRR7444555	Drosophila_melanogaster
2305	2414	311.200956937799	0.0132817465736655	2126	6	25	all introns	0	SRR6055406,SRR6766860,SRR6766806,SRR6766854,SRR6055407,SRR7444555	Drosophila_melanogaster
2289	2414	360.106426735219	0.0112056332109947	2094	6	26	all introns	0	SRR6766817,SRR6766805,SRR6055421,SRR6055374,SRR6766860,SRR6055381	Drosophila_melanogaster
2260	2414	222.024886877828	0.0127505665813533	2071	6	27	all introns	0	SRR6055374,SRR6766821,SRR6055401,SRR6766834,SRR6766809,SRR6766848	Drosophila_melanogaster
2189	2414	130.117726657645	0.0119841692019463	2027	6	28	all introns	0	SRR6055361,SRR6055388,SRR6055373,SRR6055386,SRR6766837,SRR6766847	Drosophila_melanogaster
2164	2414	120.257097791798	0.0115610976894944	1996	6	29	all introns	0	SRR6055379,SRR6055415,SRR6766821,SRR6766856,SRR6766830,SRR6055413	Drosophila_melanogaster
2275	2414	431.170170170171	0.0121786982814419	2088	6	30	all introns	0	SRR6055381,SRR6766841,SRR6055399,SRR6766840,SRR6766850,SRR6766825	Drosophila_melanogaster
2186	2414	186.424581005587	0.0127811041290046	2018	7	1	all introns	0	SRR6055363,SRR6766851,SRR6055387,SRR6766845,SRR6766849,SRR6766836,SRR6055374	Drosophila_melanogaster
2296	2414	271.858385430823	0.0116394204916051	2119	7	2	all introns	0	SRR6055407,SRR6055417,SRR6766852,SRR7444550,SRR6055360,SRR6055404,SRR6766821	Drosophila_melanogaster
2287	2414	231.925373134328	0.0118007467639543	2112	7	3	all introns	0	SRR6055411,SRR6766815,SRR6055387,SRR6055403,SRR6766819,SRR6766808,SRR7444553	Drosophila_melanogaster
2214	2414	223.90425989673	0.0121796352338713	2037	7	4	all introns	0	SRR6055395,SRR6766861,SRR6766858,SRR6766856,SRR6766857,SRR6766823,SRR6055382	Drosophila_melanogaster
2275	2414	259.238276299113	0.0114073696720863	2089	7	5	all introns	0	SRR6055411,SRR6766819,SRR6766826,SRR6055371,SRR6055422,SRR6766861,SRR6766828	Drosophila_melanogaster
2211	2414	126.750485436893	0.0121637059879554	2039	7	6	all introns	0	SRR6055376,SRR6766837,SRR6055409,SRR6055396,SRR6766826,SRR6055372,SRR6766808	Drosophila_melanogaster
2301	2414	367.432432432432	0.00987867172704878	2118	7	7	all introns	0	SRR6055394,SRR6055419,SRR7444555,SRR6055399,SRR7444552,SRR6766804,SRR6766811	Drosophila_melanogaster
2200	2414	349.279444861215	0.0117546903311802	2010	7	8	all introns	0	SRR6766855,SRR6766851,SRR6766853,SRR6766850,SRR6055388,SRR6055409,SRR6766847	Drosophila_melanogaster
2266	2414	203.095541401274	0.0114886274327432	2082	7	9	all introns	0	SRR6055420,SRR6055413,SRR6766830,SRR6055406,SRR6766810,SRR6055388,SRR6766824	Drosophila_melanogaster
2220	2414	140.946486738018	0.0131376191404117	2057	7	10	all introns	0	SRR6766859,SRR6055415,SRR6055368,SRR6055375,SRR6766858,SRR6055378,SRR6766837	Drosophila_melanogaster
2286	2414	344.161985018726	0.013040640250407	2116	7	11	all introns	0	SRR6766823,SRR6055377,SRR6766856,SRR7444554,SRR6766818,SRR6766854,SRR6766857	Drosophila_melanogaster
2255	2414	367.203764320786	0.012436518402818	2076	7	12	all introns	0	SRR6055375,SRR6766853,SRR6766804,SRR6766836,SRR6055377,SRR6766817,SRR6766852	Drosophila_melanogaster
2203	2414	112.493910690122	0.0121061635868194	2039	7	13	all introns	0	SRR6766836,SRR6055359,SRR6055403,SRR6766812,SRR6055384,SRR6055408,SRR6055377	Drosophila_melanogaster
2286	2414	231.774279973208	0.00964793223511865	2111	7	14	all introns	0	SRR7444550,SRR6766823,SRR6766859,SRR6766839,SRR6055372,SRR6766807,SRR6055374	Drosophila_melanogaster
2314	2414	371.786689419795	0.0111185805628105	2122	7	15	all introns	0	SRR7444553,SRR6055400,SRR6766846,SRR6766824,SRR6766834,SRR6766861,SRR6055394	Drosophila_melanogaster
2291	2414	351.597345132744	0.010725477390749	2112	7	16	all introns	0	SRR6766851,SRR6055396,SRR7444552,SRR6055408,SRR6055384,SRR6055402,SRR6766814	Drosophila_melanogaster
2175	2414	115.258902077151	0.0130296661355689	2001	7	17	all introns	0	SRR6055377,SRR6055360,SRR6766854,SRR6055418,SRR6766819,SRR6766833,SRR6055409	Drosophila_melanogaster
2252	2414	414.861347517731	0.0120171567367882	2080	7	18	all introns	0	SRR6766820,SRR6766816,SRR6766836,SRR6055389,SRR6766827,SRR6766842,SRR6766852	Drosophila_melanogaster
2195	2414	137.345110410095	0.012514657235068	2033	7	19	all introns	0	SRR6055382,SRR6766812,SRR6766830,SRR6766816,SRR6055414,SRR6766826,SRR6766832	Drosophila_melanogaster
2309	2414	574.509474824039	0.0109020032503961	2127	7	20	all introns	0	SRR6766827,SRR6055395,SRR6055367,SRR6055403,SRR6766817,SRR6766840,SRR7444554	Drosophila_melanogaster
2280	2414	236.702593192869	0.010637024238039	2104	7	21	all introns	0	SRR6766833,SRR6055406,SRR7444552,SRR6055405,SRR6055366,SRR6766836,SRR6766823	Drosophila_melanogaster
2242	2414	264.885764499121	0.012208400357119	2067	7	22	all introns	0	SRR6766819,SRR6766809,SRR6766853,SRR6766842,SRR6766823,SRR6766826,SRR6766832	Drosophila_melanogaster
2256	2414	235.659900990099	0.0122775119964635	2078	7	23	all introns	0	SRR6055360,SRR6055386,SRR6055402,SRR6766842,SRR6766822,SRR6766852,SRR6055400	Drosophila_melanogaster
2326	2414	499.876882196635	0.011479998708256	2134	7	24	all introns	0	SRR6055371,SRR6766806,SRR6766805,SRR6055419,SRR7444552,SRR6055366,SRR6766858	Drosophila_melanogaster
2278	2414	425.174884624727	0.0125535201831074	2091	7	25	all introns	0	SRR6766853,SRR6766848,SRR6766824,SRR6055392,SRR6766830,SRR6766822,SRR6766833	Drosophila_melanogaster
2292	2414	365.490259740259	0.0105299689612034	2113	7	26	all introns	0	SRR6766816,SRR6766859,SRR6055418,SRR6055373,SRR6766857,SRR6766840,SRR7444555	Drosophila_melanogaster
2284	2414	343.787910922588	0.0114358442317298	2107	7	27	all introns	0	SRR6055364,SRR6766824,SRR6055390,SRR6766848,SRR7444554,SRR6055386,SRR6766845	Drosophila_melanogaster
2181	2414	136.594552529183	0.012093680943092	2025	7	28	all introns	0	SRR6055362,SRR6766816,SRR6055386,SRR6766826,SRR6766830,SRR6055385,SRR6766857	Drosophila_melanogaster
1975	2414	56.3035390199637	0.0121165452771448	1829	7	29	all introns	0	SRR6055399,SRR6055374,SRR6055381,SRR6766846,SRR6766807,SRR6055389,SRR6055401	Drosophila_melanogaster
2321	2414	516.391356066614	0.0109394877644953	2123	7	30	all introns	0	SRR6055376,SRR6055373,SRR6055409,SRR6766805,SRR6766858,SRR6766853,SRR7444552	Drosophila_melanogaster
2286	2414	363.807036247334	0.0115781965644016	2102	8	1	all introns	0	SRR6055373,SRR6766827,SRR6055371,SRR6766853,SRR6766815,SRR6055422,SRR6055392,SRR6055409	Drosophila_melanogaster
2305	2414	399.399873257287	0.0112957434575675	2120	8	2	all introns	0	SRR6766805,SRR6766826,SRR7444554,SRR6055388,SRR6055379,SRR6055421,SRR6055387,SRR6055409	Drosophila_melanogaster
2260	2414	178.356554307116	0.0127548352111465	2088	8	3	all introns	0	SRR6766830,SRR6055400,SRR6055380,SRR6055359,SRR6055412,SRR6055404,SRR6766858,SRR6766839	Drosophila_melanogaster
2312	2414	349.251456310679	0.0108800863453863	2122	8	4	all introns	0	SRR6055385,SRR6055403,SRR6055359,SRR7444553,SRR6766831,SRR6055373,SRR6766804,SRR6055400	Drosophila_melanogaster
2085	2414	71.8955823293173	0.0120699051811549	1935	8	5	all introns	0	SRR6766803,SRR6055412,SRR6055418,SRR6055400,SRR6766835,SRR6766841,SRR6055410,SRR6055383	Drosophila_melanogaster
2254	2414	154.099918765231	0.0116839496164169	2082	8	6	all introns	0	SRR6766860,SRR6766815,SRR6055418,SRR6055405,SRR6055388,SRR6055385,SRR6766825,SRR6055387	Drosophila_melanogaster
2300	2414	419.11869814933	0.0107988907874228	2121	8	7	all introns	0	SRR6055385,SRR6766827,SRR6055406,SRR6766842,SRR6766823,SRR6055402,SRR7444555,SRR6055365	Drosophila_melanogaster
2297	2414	420.211049037864	0.0108292704716577	2110	8	8	all introns	0	SRR6055382,SRR6055374,SRR6055381,SRR6055407,SRR6766827,SRR6055415,SRR6766828,SRR6055421	Drosophila_melanogaster
2322	2414	427.993969091595	0.0114359532563462	2129	8	9	all introns	0	SRR6766811,SRR6055361,SRR6055415,SRR6055381,SRR6766828,SRR6055409,SRR6766852,SRR7444553	Drosophila_melanogaster
2287	2414	214.175038051751	0.0114347922473992	2109	8	10	all introns	0	SRR6055401,SRR6055366,SRR6055369,SRR6766815,SRR7444554,SRR6766854,SRR6055394,SRR6055367	Drosophila_melanogaster
2241	2414	171.948635634029	0.0088653686673307	2078	8	11	all introns	0	SRR6055400,SRR6055368,SRR6055384,SRR6055390,SRR6055383,SRR7444555,SRR6766821,SRR6055408	Drosophila_melanogaster
2225	2414	119.606837606838	0.0112151242615036	2049	8	12	all introns	0	SRR6055391,SRR6055372,SRR6766835,SRR6055417,SRR6055422,SRR6766831,SRR6055382,SRR6766841	Drosophila_melanogaster
2292	2414	366.914604948125	0.0110813680377246	2111	8	13	all introns	0	SRR6055384,SRR6766852,SRR6766812,SRR6055387,SRR6766837,SRR7444551,SRR6766831,SRR6055378	Drosophila_melanogaster
2197	2414	107.479023646072	0.0116310126962591	2037	8	14	all introns	0	SRR6766842,SRR6055374,SRR6766804,SRR6055369,SRR6055410,SRR6055393,SRR6055419,SRR6055389	Drosophila_melanogaster
2326	2414	456.589970501475	0.0129206314658251	2136	8	15	all introns	0	SRR6766834,SRR6766850,SRR6766832,SRR6055376,SRR6055401,SRR6766842,SRR7444555,SRR6055396	Drosophila_melanogaster
2282	2414	331.063534675615	0.00964506327789106	2107	8	16	all introns	0	SRR6766816,SRR6766855,SRR6766838,SRR6055371,SRR6766839,SRR7444552,SRR6766859,SRR7444551	Drosophila_melanogaster
2295	2414	479.142857142857	0.0109488033591738	2097	8	17	all introns	0	SRR6766818,SRR6055406,SRR6055396,SRR6766805,SRR6766814,SRR6055375,SRR6055359,SRR6055410	Drosophila_melanogaster
